osm_type,osm_id,osm_full_id,station_name,name_ko,name_en,lat,lon,railway,public_transport,station,subway,operator
node,6094326924,node/6094326924,남한산성입구,남한산성입구,Namhansanseong,37.4515531,127.1598132,station,station,subway,yes,
node,6094326925,node/6094326925,산성,산성,Sanseong,37.4568677,127.1499333,station,station,subway,yes,
node,6094326926,node/6094326926,남위례,남위례,Namwirye,37.4627715,127.1392162,station,station,subway,yes,서울교통공사
node,6094326927,node/6094326927,장지,장지,Jangji,37.4788881,127.126067,station,station,subway,yes,서울교통공사
node,6094326930,node/6094326930,문정,문정,Munjeong,37.4858358,127.1225184,station,station,subway,yes,서울교통공사
node,6094326939,node/6094326939,송파,송파,Songpa,37.4997247,127.1121822,station,station,subway,yes,서울교통공사
node,6094326940,node/6094326940,석촌,석촌,Seokchon,37.5052954,127.1071105,station,station,subway,yes,서울교통공사
node,6094326941,node/6094326941,몽촌토성,몽촌토성,Mongchontoseong,37.5175329,127.11267,station,station,subway,yes,서울교통공사
node,6094326942,node/6094326942,강동구청,강동구청,Gangdong-gu Office,37.5306942,127.1206234,station,station,subway,yes,서울교통공사
node,6094326943,node/6094326943,암사,암사,Amsa,37.5501059,127.1275385,station,station,subway,yes,서울교통공사
node,6102706368,node/6102706368,중앙보훈병원,중앙보훈병원,VHS Medical Center,37.5282799,127.1482582,station,station,subway,yes,서울교통공사
node,6102706373,node/6102706373,둔촌오륜,둔촌오륜,Dunchon Oryun,37.5198411,127.1384179,station,station,subway,yes,서울교통공사
node,6102706380,node/6102706380,한성백제,한성백제,Hanseong Baekje,37.5166702,127.1162125,station,station,subway,yes,서울교통공사
node,6102706785,node/6102706785,송파나루,송파나루,Songpanaru,37.511245,127.1127954,station,station,subway,yes,서울교통공사
node,6102706795,node/6102706795,석촌고분,석촌고분,Seokchon Gobun,37.5024441,127.0966143,station,station,subway,yes,서울교통공사
node,6102706802,node/6102706802,삼전,삼전,Samjeon,37.5045347,127.0872078,station,station,subway,yes,서울교통공사
node,6125828716,node/6125828716,백석,백석,Baekseok,37.6430359,126.7880378,station,station,subway,,한국철도공사
node,6734894972,node/6734894972,성신여대입구,성신여대입구,Sungshin Women's University,37.5926755,127.0164764,station,station,subway,yes,서울교통공사
node,7176735174,node/7176735174,청량리,청량리,Cheongnyangni,37.5799754,127.0446284,station,station,subway,yes,서울교통공사
node,7186344001,node/7186344001,신내,신내,Sinnae,37.6125508,127.1040904,station,station,subway,yes,서울교통공사
node,7207442616,node/7207442616,종로3가,종로3가,Jongno 3(sam)-ga,37.5704405,126.9923242,station,station,subway,yes,서울교통공사
node,7238508817,node/7238508817,이촌,이촌,Ichon,37.5227123,126.9733678,station,station,subway,yes,서울교통공사
node,7368810705,node/7368810705,서울역,서울역,Seoul Station,37.5534363,126.9697994,station,station,subway,yes,공항철도주식회사
node,7856245647,node/7856245647,건대입구,건대입구,Konkuk Univ.,37.5403626,127.069384,station,station,subway,yes,서울교통공사
node,7916699664,node/7916699664,왕십리,왕십리,Wangsimni,37.5612078,127.0371526,station,station,subway,yes,서울교통공사
node,7916699665,node/7916699665,왕십리,왕십리,Wangsimni,37.5609924,127.0357093,station,station,subway,yes,서울교통공사
node,8043801405,node/8043801405,신설동,신설동,Sinseol-dong,37.5745192,127.0254473,station,station,subway,yes,서울교통공사
node,8111056262,node/8111056262,창동,창동,Chang-Dong,37.6531817,127.0476987,station,station,subway,yes,서울교통공사
node,8145379643,node/8145379643,동작,동작,Dongjak,37.5031081,126.9803481,station,station,subway,yes,서울교통공사
node,8232932947,node/8232932947,개화,개화,Gaehwa,37.5785381,126.7976654,station,station,subway,yes,서울시메트로9호선
node,8401534578,node/8401534578,샛강,샛강,Saetgang,37.517362,126.928282,station,station,subway,yes,서울시메트로9호선
node,8724752444,node/8724752444,디지털미디어시티,디지털미디어시티,Digital Media City,37.5773957,126.8980769,station,station,subway,yes,공항철도주식회사
node,8724752445,node/8724752445,디지털미디어시티,디지털미디어시티,Digital Media City,37.5761895,126.9014558,station,station,subway,yes,서울교통공사
node,8778625274,node/8778625274,노원,노원,Nowon,37.6563651,127.0634799,station,station,subway,yes,서울교통공사
node,8822741689,node/8822741689,당산,당산,Dangsan,37.533531,126.9026845,station,station,subway,yes,서울시메트로9호선
node,8829280690,node/8829280690,서울역,서울역,Seoul (Station),37.5560719,126.9723599,station,station,subway,yes,서울교통공사
node,8829295765,node/8829295765,신길,신길,Singil,37.5175077,126.9163515,station,station,subway,yes,서울교통공사
node,8829295766,node/8829295766,가산디지털단지,가산디지털단지,Gasan Digital Complex,37.4804538,126.8828796,station,station,subway,yes,서울교통공사
node,9165988119,node/9165988119,상계,상계,Sanggye,37.6607649,127.073439,station,station,subway,yes,서울교통공사
node,9181579788,node/9181579788,선유도,선유도,Seonyudo,37.5378593,126.8939823,station,station,subway,yes,서울시메트로9호선
node,9181579789,node/9181579789,신목동,신목동,Sinmokdong,37.544211,126.8831758,station,station,subway,yes,서울시메트로9호선
node,9181579790,node/9181579790,염창,염창,Yeomchang,37.5470335,126.8753972,station,station,subway,yes,서울시메트로9호선
node,9181579791,node/9181579791,등촌,등촌,Deungchon,37.5511518,126.864574,station,station,subway,yes,서울시메트로9호선
node,9181579792,node/9181579792,증미,증미,Jeungmi,37.5575102,126.8618185,station,station,subway,yes,서울시메트로9호선
node,9181579793,node/9181579793,가양,가양,Gayang,37.5611423,126.8550997,station,station,subway,yes,서울시메트로9호선
node,9181579794,node/9181579794,양천향교,양천향교,Yangcheon Hyanggyo,37.5684524,126.8412958,station,station,subway,yes,서울시메트로9호선
node,9181579795,node/9181579795,신방화,신방화,Sinbanghwa,37.5674973,126.8165921,station,station,subway,yes,서울시메트로9호선
node,9181579796,node/9181579796,공항시장,공항시장,Airport Market,37.5636577,126.8106016,station,station,subway,yes,서울시메트로9호선
node,9417728884,node/9417728884,부천종합운동장,부천종합운동장,Bucheon Stadium,37.5058364,126.7974606,station,station,subway,yes,한국철도공사
node,9417728897,node/9417728897,원종,원종,Wonjong,37.5238457,126.8048614,station,station,subway,yes,한국철도공사
node,9420130583,node/9420130583,총신대입구(이수),총신대입구(이수),Chongshin Univ. (Isu),37.48678,126.9822371,station,station,subway,yes,서울교통공사
node,9454775466,node/9454775466,동묘앞,동묘앞,Dongmyo,37.5723419,127.015659,station,station,subway,yes,서울교통공사
node,9454775467,node/9454775467,동대문,동대문,Dongdaemun,37.5704964,127.0095288,station,station,subway,yes,서울교통공사
node,9454775468,node/9454775468,종로3가,종로3가,Jongno 3(sam)-ga,37.5725401,126.9902702,station,station,subway,yes,서울교통공사
node,9454775469,node/9454775469,종로3가,종로3가,Jongno 3(sam)-ga,37.5714989,126.9919062,station,station,subway,yes,서울교통공사
node,9467463479,node/9467463479,시청,시청,City Hall,37.5633295,126.9747869,station,station,subway,yes,서울교통공사
node,9485597747,node/9485597747,노량진,노량진,Noryangjin,37.5136137,126.9415727,station,station,subway,yes,서울시메트로9호선
node,10814394661,node/10814394661,김포공항,김포공항,Gimpo Int'l Airport,37.5619877,126.8015843,station,station,subway,yes,서울시메트로9호선
node,10814394662,node/10814394662,김포공항,김포공항,Gimpo Int'l Airport,37.561745,126.8015857,station,station,subway,yes,공항철도주식회사
node,11164853360,node/11164853360,옥수,옥수,Oksu,37.5413731,127.0175496,station,station,subway,yes,서울교통공사
node,11237829305,node/11237829305,신도림,신도림,Sindorim,37.5091331,126.8916649,station,station,subway,yes,한국철도공사
node,11942201168,node/11942201168,장자호수공원,장자호수공원,Jangja Lake Park,37.587406,127.1379117,station,station,subway,yes,구리도시공사
node,11942201669,node/11942201669,구리,구리,Guri,37.6022712,127.1408384,station,station,subway,yes,구리도시공사
node,11942201670,node/11942201670,동구릉,동구릉,Donggureung,37.6105143,127.1381088,station,station,subway,yes,구리도시공사
node,11942201671,node/11942201671,다산,다산,Dasan,37.6243286,127.1497626,station,station,subway,yes,남양주도시공사
node,11942201672,node/11942201672,별내,별내,Byeollae,37.6420348,127.1278172,station,station,subway,yes,남양주도시공사
node,12969391184,node/12969391184,뚝섬,뚝섬,Ttukseom,37.5472351,127.04741,station,station,subway,yes,서울교통공사
node,13045404511,node/13045404511,동대문역사문화공원,동대문역사문화공원,Dongdaemun History & Culture Park Station (DDP),37.5642774,127.0071354,station,station,subway,yes,서울교통공사
node,13045404512,node/13045404512,동대문역사문화공원,동대문역사문화공원,Dongdaemun History & Culture Park Station (DDP),37.5658762,127.0081569,station,station,subway,yes,서울교통공사
node,13051385207,node/13051385207,종합운동장,종합운동장,Sports Complex,37.511406,127.0762089,station,station,subway,yes,서울교통공사
node,13055976391,node/13055976391,홍대입구,홍대입구,Hongik Univ.,37.5566261,126.9234474,station,station,subway,yes,서울교통공사
